
OFFICIAL    2022-23 STATS:

	PLAYER	TEAM	AGE	GP	W	L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	TOV	STL	BLK	PF	FP	DD2	TD3	+/-
Detroit Pistons	Detroit Pistons	4026	105.8	241.6	101.9	43.3	22.6	7.8	4.9	15.7	39.1	85.1	46.0	5.1	14.6	34.7	19.2	25.7	74.7	972,815	410,133	174,168	90,897	31,566	19,718	63,132	90,484
Los Angeles Lakers	Los Angeles Lakers	4031	108.2	241.7	106.7	44.3	24.9	8.3	5.5	15.9	41.1	86.3	47.6	5.5	15.9	34.4	19.7	26.4	74.6	974,315	430,195	178,636	100,360	33,496	22,234	64,162	87,709
Sacramento Kings	Sacramento Kings	4032	105.6	241.6	104.6	42.9	23.7	8.2	4.6	16.4	40.1	86.3	46.4	5.3	14.9	35.6	19.8	26.2	75.7	974,055	421,870	173,071	95,556	33,212	18,543	66,036	92,880
Philadelphia 76ers	Philadelphia 76ers	4033	105.3	241.8	102.8	43.6	22.9	8.8	5.5	16.7	39.0	84.3	46.3	4.7	13.8	34.3	20.7	27.4	75.6	975,295	414,650	175,645	92,435	35,295	22,095	67,470	88,374
Atlanta Hawks	Atlanta Hawks	4027	106.1	241.7	102.4	43.2	22.6	8.3	5.1	16.0	38.9	84.6	46.0	5.4	15.4	34.9	19.9	26.2	76.1	973,280	412,399	174,138	91,092	33,507	20,367	64,497	90,767
Washington Wizards	Washington Wizards	4032	104.8	241.7	102.5	43.3	23.0	7.9	5.0	15.8	39.7	86.3	46.1	4.7	13.7	34.4	19.0	25.4	74.8	974,705	413,476	174,390	92,711	31,980	20,037	63,864	89,620
Chicago Bulls	Chicago Bulls	4025	105.4	241.9	101.5	43.9	23.8	8.0	4.8	16.1	39.1	84.6	46.2	4.9	13.8	35.3	19.1	25.2	75.8	973,525	408,522	176,735	95,700	32,124	19,432	64,842	89,387
Houston Rockets	Houston Rockets	4032	107.0	241.6	104.4	43.7	23.4	8.1	5.1	16.5	39.5	85.2	46.4	6.7	19.2	34.9	19.4	25.6	75.6	974,205	420,796	176,340	94,543	32,599	20,708	66,402	88,733
Oklahoma City Thunder	Oklahoma City Thunder	4032	107.3	241.7	104.8	43.7	23.1	8.8	4.9	16.2	40.0	86.0	46.5	5.6	15.9	35.1	20.0	26.4	75.8	974,555	422,712	176,016	93,138	35,320	19,911	65,172	92,242
Milwaukee Bucks	Milwaukee Bucks	4033	106.8	241.7	104.0	42.7	24.0	8.4	4.9	15.9	40.1	85.6	46.9	5.5	15.5	35.7	19.0	25.0	75.8	974,670	419,559	172,321	96,632	34,074	19,681	64,186	92,651
Phoenix Suns	Phoenix Suns	4033	107.5	241.5	107.0	43.2	25.2	8.4	4.9	16.5	41.1	86.4	47.5	5.7	16.0	35.8	19.8	25.8	76.5	973,870	431,410	174,406	101,554	34,003	19,593	66,637	90,998
L.A. Clippers	L.A. Clippers	4032	105.3	241.4	103.3	42.9	22.9	8.1	5.2	16.6	39.6	85.2	46.5	5.1	14.6	35.1	19.7	26.4	74.3	973,205	416,426	172,854	92,278	32,605	21,166	66,932	91,381
Cleveland Cavaliers	Cleveland Cavaliers	4025	105.6	241.7	101.0	42.7	23.0	7.7	4.9	15.4	38.8	84.5	45.9	5.3	14.8	35.8	18.8	25.0	75.1	972,800	406,654	171,950	92,676	30,916	19,550	62,148	87,826
Portland Trail Blazers	Portland Trail Blazers	4034	107.7	241.7	104.9	43.9	23.4	8.1	5.0	16.1	40.0	85.6	46.7	5.6	15.7	35.6	19.9	26.4	75.5	974,960	423,052	177,187	94,298	32,826	20,113	65,003	91,099
Utah Jazz	Utah Jazz	3950	107.0	241.4	103.5	43.2	24.5	8.1	5.5	16.5	39.2	82.9	47.3	4.7	13.4	35.5	20.9	27.6	76.0	953,475	408,872	170,802	96,684	32,163	21,746	65,211	92,166
San Antonio Spurs	San Antonio Spurs	3785	108.2	241.6	105.3	43.8	24.4	8.0	5.7	15.5	40.4	84.7	47.7	5.1	14.1	36.3	19.6	26.0	75.4	914,275	398,422	165,598	92,256	30,248	21,615	58,833	80,949
Denver Nuggets	Denver Nuggets	3787	107.5	241.6	107.6	44.2	24.5	8.5	5.4	16.0	40.8	87.9	46.4	5.3	15.3	34.6	21.0	27.6	76.0	914,880	407,469	167,465	92,926	32,120	20,318	60,676	87,923
Indiana Pacers	Indiana Pacers	3786	106.4	241.6	103.1	43.2	23.5	8.0	5.1	15.9	39.1	84.4	46.4	5.4	15.2	35.6	19.8	25.8	76.7	914,815	390,491	163,712	88,889	30,470	19,258	60,321	87,573
Brooklyn Nets	Brooklyn Nets	3786	104.4	241.6	101.6	43.4	22.7	8.3	5.3	16.3	38.5	85.1	45.3	5.3	15.3	34.5	19.6	26.1	75.1	914,840	384,840	164,176	85,925	31,289	20,063	61,880	87,455
Dallas Mavericks	Dallas Mavericks	3461	108.5	241.7	103.6	42.6	22.5	7.4	4.7	14.2	39.1	85.0	46.0	6.2	17.5	35.5	19.2	24.8	77.3	836,565	358,498	147,428	78,033	25,496	16,152	48,985	74,592
Miami Heat	Miami Heat	2803	106.3	241.9	99.2	41.9	21.7	7.6	4.9	15.1	37.2	80.9	45.9	6.7	18.9	35.7	18.1	24.4	74.3	678,020	277,963	117,500	60,927	21,419	13,699	42,228	61,294
Charlotte Hornets	Charlotte Hornets	2631	105.9	241.9	100.6	41.8	23.4	7.8	4.8	14.4	37.7	83.3	45.2	6.3	17.8	35.5	19.0	25.1	75.5	636,465	264,571	109,961	61,571	20,551	12,576	37,875	54,507

PLAYOFFS STATISTICS;

Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
1	Precious Achiuwa	C	22	TOR	6	1	27.8	4.2	8.7	.481	0.8	2.7	.313	3.3	6.0	.556	.529	1.0	1.7	.600	1.3	3.5	4.8	1.0	0.2	0.8	1.5	2.3	10.2
2	Steven Adams	C	28	MEM	7	5	16.3	1.3	3.0	.429	0.0	0.0		1.3	3.0	.429	.429	0.9	1.6	.545	2.1	4.3	6.4	2.1	0.1	0.1	0.6	1.7	3.4
3	Bam Adebayo	C	24	MIA	18	18	34.1	5.8	9.7	.594	0.0	0.1	.000	5.8	9.7	.598	.594	3.2	4.2	.763	2.1	5.9	8.0	2.7	1.0	0.7	2.1	3.1	14.8
4	Nickeil Alexander-Walker	SG	23	UTA	1	0	5.0	2.0	2.0	1.000	0.0	0.0		2.0	2.0	1.000	1.000	1.0	1.0	1.000	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	5.0
5	Grayson Allen	SG	26	MIL	12	5	25.4	3.1	6.8	.451	1.6	4.0	.396	1.5	2.8	.529	.567	0.6	0.9	.636	0.4	2.5	2.9	1.3	0.7	0.3	0.8	1.8	8.3
6	Jose Alvarado	PG	23	NOP	6	0	19.5	2.7	5.5	.485	1.0	2.7	.375	1.7	2.8	.588	.576	1.7	2.2	.769	0.3	1.0	1.3	1.5	1.2	0.2	1.2	3.0	8.0
7	Kyle Anderson	PF	28	MEM	12	1	18.4	2.4	4.3	.569	0.3	1.0	.250	2.2	3.3	.667	.598	0.9	1.5	.611	0.8	3.5	4.3	1.8	0.9	0.6	0.8	1.8	6.0
8	Giannis Antetokounmpo	PF	27	MIL	12	12	37.3	11.7	23.8	.491	0.8	3.4	.220	10.9	20.3	.537	.507	7.6	11.2	.679	2.2	12.0	14.2	6.8	0.7	1.3	4.5	3.6	31.7
9	Thanasis Antetokounmpo	SF	29	MIL	8	0	2.5	0.3	0.4	.667	0.0	0.0		0.3	0.4	.667	.667	0.1	0.4	.333	0.1	0.4	0.5	0.1	0.1	0.0	0.0	0.5	0.6
10	OG Anunoby	SF	24	TOR	6	6	36.2	6.5	13.7	.476	2.3	6.8	.341	4.2	6.8	.610	.561	2.0	2.7	.750	1.2	2.8	4.0	2.5	1.0	0.2	1.7	3.0	17.3
11	Deandre Ayton	C	23	PHO	13	13	30.5	8.1	12.6	.640	0.2	0.3	.500	7.9	12.3	.644	.646	1.6	2.5	.636	2.5	6.4	8.9	1.7	0.4	0.8	1.5	2.6	17.9
12	Desmond Bane	SG	23	MEM	12	12	35.7	6.3	13.3	.478	3.6	7.3	.489	2.8	5.9	.465	.613	2.5	2.9	.857	0.4	3.3	3.8	2.2	0.9	0.8	1.3	1.9	18.8
13	Dalano Banton	PG	22	TOR	4	0	2.0	0.5	0.5	1.000	0.0	0.0		0.5	0.5	1.000	1.000	0.8	1.5	.500	0.5	0.0	0.5	0.3	0.3	0.0	0.3	0.0	1.8
14	Scottie Barnes	PF	20	TOR	4	3	33.3	4.5	10.5	.429	0.5	3.0	.167	4.0	7.5	.533	.452	3.3	4.0	.813	1.8	7.3	9.0	4.3	1.0	0.3	1.3	3.0	12.8
15	Will Barton	SG	31	DEN	5	5	34.4	5.4	13.2	.409	2.2	5.6	.393	3.2	7.6	.421	.492	0.8	1.2	.667	1.0	4.6	5.6	2.8	0.8	0.2	2.0	2.2	13.8
16	Charles Bassey	C	21	PHI	3	0	4.0	0.3	0.7	.500	0.0	0.0		0.3	0.7	.500	.500	0.0	0.3	.000	0.3	1.3	1.7	0.3	0.0	0.3	0.0	0.3	0.7
17	Malik Beasley	SG	25	MIN	6	0	19.8	3.2	7.3	.432	1.3	4.2	.320	1.8	3.2	.579	.523	0.8	1.0	.833	0.3	3.0	3.3	0.7	0.3	0.2	1.2	1.5	8.5
18	Dāvis Bertāns	PF	29	DAL	18	0	10.7	1.2	3.1	.400	1.1	2.8	.373	0.2	0.2	.750	.573	0.6	0.7	.833	0.2	1.2	1.4	0.3	0.4	0.1	0.2	1.4	4.1
19	Patrick Beverley	PG	33	MIN	6	6	32.3	3.5	8.2	.429	1.5	4.3	.346	2.0	3.8	.522	.520	2.5	3.7	.682	0.7	2.5	3.2	4.8	1.2	1.2	2.0	4.7	11.0
20	Khem Birch	C	29	TOR	6	4	10.5	1.3	2.7	.500	0.3	0.7	.500	1.0	2.0	.500	.563	0.0	0.0		0.7	0.8	1.5	0.5	0.2	0.2	0.5	2.2	3.0
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
21	Bismack Biyombo	C	29	PHO	9	0	9.6	1.2	1.9	.647	0.0	0.0		1.2	1.9	.647	.647	0.3	0.7	.500	0.9	1.2	2.1	0.6	0.1	0.2	0.7	1.4	2.8
22	Nemanja Bjelica	C	33	GSW	15	0	10.0	1.2	2.3	.529	0.2	0.5	.375	1.0	1.7	.577	.574	0.3	0.5	.571	0.4	1.7	2.1	1.1	0.3	0.1	0.5	1.4	2.9
23	Bogdan Bogdanović	SG	29	ATL	4	0	26.8	5.0	12.3	.408	2.3	6.5	.346	2.8	5.8	.478	.500	2.0	2.5	.800	1.0	3.8	4.8	3.0	0.3	0.3	1.0	3.0	14.3
24	Bojan Bogdanović	PF	32	UTA	6	6	35.7	6.5	13.5	.481	1.8	5.5	.333	4.7	8.0	.583	.549	3.2	4.0	.792	0.5	3.7	4.2	1.7	0.3	0.0	2.0	4.0	18.0
25	Isaac Bonga	SF	22	TOR	1	0	3.0	0.0	0.0		0.0	0.0		0.0	0.0			2.0	2.0	1.000	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
26	Devin Booker	SG	25	PHO	10	10	36.6	7.9	17.5	.451	2.8	6.5	.431	5.1	11.0	.464	.531	4.7	5.3	.887	1.0	3.8	4.8	4.4	0.5	0.4	3.2	2.5	23.3
27	Chris Boucher	SF	29	TOR	6	0	21.7	4.3	7.0	.619	1.0	2.5	.400	3.3	4.5	.741	.690	1.5	1.7	.900	2.0	3.8	5.8	0.2	0.2	1.2	0.3	2.2	11.2
28	Tony Bradley	C	24	CHI	2	0	4.0	2.5	2.5	1.000	0.0	0.0		2.5	2.5	1.000	1.000	0.0	0.0		0.0	2.0	2.0	0.5	0.0	0.0	0.0	0.0	5.0
29	Mikal Bridges	SF	25	PHO	13	13	38.5	5.1	10.6	.478	1.0	2.5	.394	4.1	8.1	.505	.525	2.2	2.3	.933	0.9	3.8	4.7	2.8	1.1	1.0	0.8	2.4	13.3
30	Armoni Brooks	PG	23	TOR	4	0	2.0	0.0	1.0	.000	0.0	1.0	.000	0.0	0.0		.000	0.0	0.0		0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	0.0
31	Dillon Brooks	SF	26	MEM	11	11	30.5	5.5	15.6	.349	2.3	6.5	.347	3.2	9.1	.350	.422	1.5	2.3	.640	0.7	2.0	2.7	2.7	1.0	0.3	2.0	3.3	14.6
32	Bruce Brown	SF	25	BRK	4	4	34.8	5.3	9.3	.568	1.5	3.5	.429	3.8	5.8	.652	.649	2.0	2.5	.800	1.5	3.3	4.8	2.8	1.3	0.8	2.3	4.0	14.0
33	Jaylen Brown	SF	25	BOS	24	24	38.3	8.2	17.5	.470	2.5	6.7	.373	5.7	10.8	.531	.542	4.2	5.5	.763	1.4	5.5	6.9	3.5	1.1	0.4	3.1	3.0	23.1
34	Sterling Brown	SG	26	DAL	9	0	2.9	0.3	1.1	.300	0.0	0.4	.000	0.3	0.7	.500	.300	0.6	0.8	.714	0.1	0.8	0.9	0.3	0.4	0.2	0.3	0.0	1.2
35	Troy Brown Jr.	SF	22	CHI	3	0	12.3	1.7	5.7	.294	0.7	3.7	.182	1.0	2.0	.500	.353	0.0	0.0		0.3	2.3	2.7	1.0	0.7	0.0	1.0	0.7	4.0
36	Jalen Brunson	SG	25	DAL	18	18	34.9	8.1	17.3	.466	1.4	4.2	.347	6.6	13.1	.504	.508	4.0	5.0	.800	0.8	3.8	4.6	3.7	0.8	0.1	1.1	2.1	21.6
37	Reggie Bullock	SF	30	DAL	18	18	39.3	3.4	8.4	.404	2.9	7.3	.397	0.5	1.1	.450	.576	0.9	1.0	.889	0.4	4.1	4.6	1.7	1.2	0.1	0.4	2.7	10.6
38	Trey Burke	PG	29	DAL	10	0	3.7	1.1	2.2	.500	0.4	1.0	.400	0.7	1.2	.583	.591	0.6	0.6	1.000	0.0	0.3	0.3	0.4	0.1	0.0	0.1	0.3	3.2
39	Jared Butler	SG	21	UTA	1	0	5.0	0.0	2.0	.000	0.0	0.0		0.0	2.0	.000	.000	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
40	Jimmy Butler	SF	32	MIA	17	17	37.0	9.8	19.3	.506	1.4	4.0	.338	8.4	15.3	.550	.541	6.5	7.8	.841	2.4	4.9	7.4	4.6	2.1	0.6	1.5	1.5	27.4
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
41	Facundo Campazzo	PG	30	DEN	4	0	3.3	0.0	0.5	.000	0.0	0.5	.000	0.0	0.0		.000	0.0	0.0		0.0	0.8	0.8	0.5	0.0	0.0	0.5	0.8	0.0
42	Vlatko Čančar	PF	24	DEN	2	0	4.5	1.0	1.5	.667	0.5	1.0	.500	0.5	0.5	1.000	.833	0.0	0.0		0.0	1.0	1.0	0.5	0.0	0.0	1.0	0.0	2.5
43	Clint Capela	C	27	ATL	2	2	20.0	1.0	3.0	.333	0.0	0.0		1.0	3.0	.333	.333	0.0	0.0		2.0	5.5	7.5	0.0	0.5	0.5	0.5	1.0	2.0
44	Jevon Carter	PG	26	MIL	11	0	11.5	0.8	1.7	.474	0.3	0.6	.429	0.5	1.1	.500	.553	0.2	0.2	1.000	0.3	1.2	1.5	0.9	0.7	0.0	0.5	1.1	2.1
45	Alex Caruso	SG	27	CHI	4	4	28.3	2.3	5.8	.391	1.8	4.5	.389	0.5	1.3	.400	.543	0.0	0.0		0.5	2.3	2.8	4.3	1.3	1.0	0.3	2.8	6.3
46	Marquese Chriss	PF	24	DAL	8	0	3.8	0.5	1.0	.500	0.1	0.3	.500	0.4	0.8	.500	.563	0.6	0.8	.833	0.5	0.6	1.1	0.0	0.0	0.0	0.1	0.4	1.8
47	Brandon Clarke	PF	25	MEM	12	0	24.7	4.7	7.6	.615	0.0	0.1	.000	4.7	7.5	.622	.615	3.0	4.5	.667	3.1	3.8	6.9	2.0	0.8	0.8	1.0	1.9	12.3
48	Jordan Clarkson	SG	29	UTA	6	0	28.3	6.7	12.2	.548	1.5	4.0	.375	5.2	8.2	.633	.610	2.7	3.0	.889	0.8	2.3	3.2	1.3	0.5	0.2	1.7	2.8	17.5
49	Nic Claxton	C	22	BRK	4	0	24.5	4.8	6.0	.792	0.0	0.0		4.8	6.0	.792	.792	1.0	5.5	.182	1.8	4.5	6.3	1.5	1.3	2.3	0.5	1.5	10.5
50	John Collins	PF	24	ATL	5	4	24.4	3.8	7.8	.487	0.8	2.2	.364	3.0	5.6	.536	.538	1.0	2.0	.500	0.4	4.2	4.6	1.2	0.4	0.2	1.0	2.4	9.4
51	Mike Conley	PG	34	UTA	6	6	29.0	3.2	9.5	.333	0.8	4.2	.200	2.3	5.3	.438	.377	2.0	2.5	.800	0.3	2.8	3.2	4.8	0.8	0.3	2.2	3.2	9.2
52	Pat Connaughton	SF	29	MIL	12	0	26.5	3.5	7.3	.477	2.1	5.3	.391	1.4	2.0	.708	.619	0.4	0.4	1.000	0.3	4.0	4.3	0.9	0.4	0.3	0.6	1.2	9.5
53	DeMarcus Cousins	C	31	DEN	5	0	11.4	3.8	5.8	.655	0.8	1.2	.667	3.0	4.6	.652	.724	2.2	3.0	.733	0.6	2.8	3.4	1.2	0.6	0.2	1.4	1.8	10.6
54	Torrey Craig	SF	31	PHO	9	0	7.7	0.9	2.4	.364	0.3	1.1	.300	0.6	1.3	.417	.432	0.1	0.2	.500	0.6	1.1	1.7	0.6	0.4	0.2	0.4	0.7	2.2
55	Jae Crowder	PF	31	PHO	13	13	29.5	3.2	8.1	.400	1.5	4.8	.302	1.8	3.2	.548	.490	1.5	2.0	.731	0.6	4.1	4.7	2.4	1.0	0.5	1.5	3.6	9.4
56	Jarrett Culver	SG	22	MEM	3	0	7.3	1.0	3.3	.300	0.0	0.7	.000	1.0	2.7	.375	.300	0.3	0.7	.500	0.7	1.7	2.3	0.3	0.7	0.0	0.7	1.3	2.3
57	Seth Curry	SG	31	BRK	4	4	33.0	5.5	9.8	.564	3.0	5.8	.522	2.5	4.0	.625	.718	0.5	0.8	.667	0.5	2.0	2.5	3.0	0.3	0.8	0.8	3.8	14.5
58	Stephen Curry	PG	33	GSW	22	18	34.7	9.2	20.0	.459	4.1	10.4	.397	5.0	9.6	.526	.563	4.9	5.9	.829	0.5	4.7	5.2	5.9	1.3	0.4	2.6	2.7	27.4
59	Dewayne Dedmon	C	32	MIA	14	0	9.9	1.5	3.2	.467	0.1	0.7	.100	1.4	2.5	.571	.478	0.7	0.9	.833	1.1	1.9	3.0	0.4	0.1	0.2	0.5	2.6	3.8
60	DeMar DeRozan	PF	32	CHI	5	5	40.6	7.8	19.0	.411	0.0	1.8	.000	7.8	17.2	.453	.411	5.2	6.0	.867	0.2	5.2	5.4	4.8	1.8	0.4	2.2	2.4	20.8
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
61	Gorgui Dieng	C	32	ATL	2	0	5.0	0.5	1.0	.500	0.0	0.5	.000	0.5	0.5	1.000	.500	0.5	0.5	1.000	0.5	1.0	1.5	0.0	0.0	0.0	0.0	0.0	1.5
62	Spencer Dinwiddie	PG	28	DAL	18	3	27.8	4.4	10.7	.417	2.2	5.3	.417	2.2	5.3	.417	.521	3.1	3.7	.821	0.4	2.0	2.4	3.6	0.8	0.3	1.6	2.3	14.2
63	Luka Dončić	PG	22	DAL	15	15	36.8	10.7	23.5	.455	3.4	9.9	.345	7.3	13.6	.534	.527	6.9	9.0	.770	0.7	9.1	9.8	6.4	1.8	0.6	3.9	2.9	31.7
64	Ayo Dosunmu	SG	22	CHI	5	1	17.2	1.6	5.2	.308	0.6	2.6	.231	1.0	2.6	.385	.365	0.2	0.2	1.000	0.8	1.8	2.6	2.2	0.2	0.0	0.6	1.0	4.0
65	Goran Dragić	PG	35	BRK	4	0	19.8	4.5	8.0	.563	1.0	3.0	.333	3.5	5.0	.700	.625	0.5	0.5	1.000	1.5	3.0	4.5	1.5	0.8	0.0	1.3	2.8	10.5
66	Andre Drummond	C	28	BRK	4	4	15.0	1.5	2.8	.545	0.0	0.0		1.5	2.8	.545	.545	0.8	1.3	.600	0.8	2.3	3.0	0.8	1.3	0.8	1.5	3.0	3.8
67	Kevin Durant	PF	33	BRK	4	4	44.0	8.0	20.8	.386	1.8	5.3	.333	6.3	15.5	.403	.428	8.5	9.5	.895	0.5	5.3	5.8	6.3	1.0	0.3	5.3	3.8	26.3
68	Anthony Edwards	SG	20	MIN	6	6	37.8	8.3	18.3	.455	3.8	9.5	.404	4.5	8.8	.509	.559	4.7	5.7	.824	0.7	3.5	4.2	3.0	1.2	1.2	2.5	3.7	25.2
69	Kessler Edwards	SF	21	BRK	2	0	3.5	0.0	0.0		0.0	0.0		0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.5	0.5	0.0	0.5	1.5	0.0
70	Joel Embiid	C	27	PHI	10	10	38.5	7.8	16.1	.484	0.7	3.3	.212	7.1	12.8	.555	.506	7.3	8.9	.820	2.1	8.6	10.7	2.1	0.4	0.8	3.2	3.4	23.6
71	Dorian Finney-Smith	PF	28	DAL	18	18	38.2	4.1	8.7	.471	2.6	6.0	.426	1.6	2.7	.571	.618	0.9	1.3	.708	1.8	3.7	5.5	1.9	0.9	0.4	1.0	2.9	11.7
72	Malik Fitts	PF	24	BOS	9	0	1.8	0.3	0.4	.750	0.2	0.2	1.000	0.1	0.2	.500	1.000	0.0	0.0		0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.9
73	Malachi Flynn	PG	23	TOR	6	0	6.0	0.0	1.2	.000	0.0	0.5	.000	0.0	0.7	.000	.000	0.0	0.0		0.3	0.2	0.5	0.5	0.2	0.0	0.2	1.0	0.0
74	Bryn Forbes	SG	28	DEN	5	0	15.2	1.2	3.0	.400	0.8	2.2	.364	0.4	0.8	.500	.533	0.8	1.0	.800	0.2	0.4	0.6	1.4	0.2	0.0	0.4	1.4	4.0
75	Danilo Gallinari	PF	33	ATL	5	3	22.4	3.6	9.0	.400	0.8	3.0	.267	2.8	6.0	.467	.444	2.2	2.2	1.000	0.4	3.8	4.2	0.8	0.2	0.0	1.0	1.2	10.2
76	Rudy Gobert	C	29	UTA	6	6	32.8	3.5	5.5	.636	0.0	0.0		3.5	5.5	.636	.636	5.0	7.3	.682	3.5	9.7	13.2	0.5	0.2	1.0	1.3	3.2	12.0
77	Aaron Gordon	PF	26	DEN	5	5	32.0	4.6	10.8	.426	0.6	3.0	.200	4.0	7.8	.513	.454	4.0	5.6	.714	3.6	3.6	7.2	2.6	0.4	1.2	1.6	2.8	13.8
78	Devonte' Graham	PG	26	NOP	6	0	10.0	1.0	3.0	.333	0.8	2.3	.357	0.2	0.7	.250	.472	1.2	1.3	.875	0.3	1.2	1.5	0.7	0.2	0.2	0.7	0.5	4.0
79	Danny Green	SF	34	PHI	12	12	26.6	3.0	7.4	.404	2.6	6.3	.408	0.4	1.1	.385	.579	0.0	0.1	.000	0.8	2.3	3.1	0.8	1.0	0.3	1.1	1.9	8.6
80	Draymond Green	PF	31	GSW	22	22	32.0	3.1	6.5	.479	0.4	1.8	.205	2.8	4.8	.581	.507	1.4	2.1	.638	1.2	6.0	7.2	6.3	1.1	1.0	2.7	4.0	8.0
Rk	Player	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
81	JaMychal Green	PF	31	DEN	5	0	13.8	1.2	3.2	.375	0.2	1.0	.200	1.0	2.2	.455	.406	1.4	1.4	1.000	0.6	1.8	2.4	0.4	0.0	0.2	0.4	2.4	4.0
82	Javonte Green	SF	28	CHI	5	1	14.4	0.6	3.4	.176	0.0	1.2	.000	0.6	2.2	.273	.176	0.2	0.4	.500	1.6	1.4	3.0	0.4	1.8	0.0	0.8	1.6	1.4
83	Jeff Green	PF	35	DEN	5	5	22.6	1.2	3.4	.353	0.6	1.6	.375	0.6	1.8	.333	.441	0.8	1.0	.800	1.4	2.2	3.6	0.4	0.6	0.4	0.4	1.2	3.8
84	Josh Green	SG	21	DAL	16	0	7.6	0.5	1.8	.286	0.3	1.4	.227	0.2	0.4	.500	.375	0.1	0.5	.250	0.1	0.7	0.8	0.4	0.3	0.0	0.0	1.0	1.4
85	Blake Griffin	C	32	BRK	2	0	12.5	1.0	3.5	.286	1.0	2.5	.400	0.0	1.0	.000	.429	1.0	1.0	1.000	1.0	1.0	2.0	2.0	0.5	0.5	0.5	1.5	4.0
86	James Harden	PG	32	PHI	12	12	39.9	5.3	13.2	.405	2.3	6.3	.368	3.0	6.8	.439	.494	5.6	6.3	.893	0.9	4.8	5.7	8.6	0.8	0.7	4.2	2.4	18.6
87	Tobias Harris	PF	29	PHI	12	12	38.8	6.8	13.5	.500	1.8	4.8	.386	4.9	8.8	.562	.568	1.6	1.8	.864	0.8	6.8	7.6	2.9	1.1	0.8	1.5	2.9	16.9
88	Sam Hauser	SF	24	BOS	7	0	2.1	0.1	0.6	.250	0.1	0.4	.333	0.0	0.1	.000	.375	0.3	0.3	1.000	0.0	0.1	0.1	0.3	0.0	0.0	0.0	0.0	0.7
89	Jaxson Hayes	C	21	NOP	6	6	13.8	2.3	4.2	.560	0.0	0.5	.000	2.3	3.7	.636	.560	1.2	1.8	.636	0.7	1.8	2.5	0.2	0.0	0.3	0.7	1.8	5.8
90	Juancho Hernangómez	PF	26	UTA	6	0	9.3	0.8	3.0	.278	0.7	2.0	.333	0.2	1.0	.167	.389	0.0	0.0		0.3	1.7	2.0	0.8	0.3	0.0	0.3	0.7	2.3
91	Willy Hernangómez	C	27	NOP	1	0	2.0	1.0	4.0	.250	0.0	1.0	.000	1.0	3.0	.333	.250	0.0	0.0		2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0
92	Tyler Herro	SG	22	MIA	15	0	25.4	4.9	12.1	.409	1.1	4.7	.229	3.9	7.4	.523	.453	1.7	1.8	.926	0.5	3.4	3.9	2.8	0.6	0.4	1.8	1.4	12.6
93	Haywood Highsmith	SF	25	MIA	8	0	3.9	0.4	0.9	.429	0.4	0.6	.600	0.0	0.3	.000	.643	0.0	0.0		0.3	0.4	0.6	0.4	0.0	0.0	0.4	0.3	1.1
94	George Hill	PG	35	MIL	5	0	15.2	0.2	1.0	.200	0.2	0.4	.500	0.0	0.6	.000	.300	0.4	0.4	1.000	0.2	1.0	1.2	0.6	0.0	0.0	0.2	2.0	1.0
95	Aaron Holiday	PG	25	PHO	6	0	3.3	1.3	2.3	.571	0.8	1.2	.714	0.5	1.2	.429	.750	0.0	0.2	.000	0.5	0.0	0.5	1.5	0.5	0.2	0.0	0.2	3.5
96	Jrue Holiday	PG	31	MIL	12	12	38.6	7.4	19.6	.379	2.1	6.6	.316	5.3	13.0	.410	.432	2.2	2.6	.839	1.0	4.6	5.6	6.5	1.8	0.6	2.8	2.3	19.1
